path,rows,parsed_ts,parse_fail,out_of_order,duplicate_ts,negative_values,min_ts,max_ts,min_tp,max_tp,issue_count
data\g6_data\FINNIFTY\next_month\-2750\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2750\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2750\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2800\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2800\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2800\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2850\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2850\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2850\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2900\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2900\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2900\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2950\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-2950\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-300\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-300\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-300\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-300\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-300\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3000\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3000\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3000\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3050\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3050\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3100\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3150\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3200\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3200\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3250\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3250\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3250\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3300\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3300\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3300\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3350\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3350\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3350\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3400\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3400\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3400\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3450\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-350\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-350\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-350\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-350\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3500\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3500\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3550\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3700\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3750\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3750\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3750\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3800\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3800\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3800\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3850\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3850\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3850\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3900\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3900\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3900\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-3950\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-400\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-400\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-400\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-400\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-4250\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-4300\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-4350\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-4400\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-450\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-450\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-450\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-450\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-23.csv,188,188,0,0,0,0,1761202230000,1761213600000,,903.79,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-24.csv,125,125,0,0,0,0,1761282990000,1761287640000,250.0,287.25,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-27.csv,325,325,0,0,5,0,1761540750000,1761555540000,240.84,825.0,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-28.csv,492,492,0,1,9,0,1761626730000,1761645570000,729.0,845.1,1
data\g6_data\FINNIFTY\next_month\-50\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,,814.85,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,504.97,817.9,0
data\g6_data\FINNIFTY\next_month\-50\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,,795.8499999999999,0
data\g6_data\FINNIFTY\next_month\-50\2025-11-03.csv,323,323,0,0,0,0,1762139550000,1762161390000,,1982.55,0
data\g6_data\FINNIFTY\next_month\-50\2025-11-04.csv,417,417,0,0,1,0,1762228980000,1762248660000,,1982.55,0
data\g6_data\FINNIFTY\next_month\-50\2025-11-06.csv,302,302,0,0,0,0,1762401060000,1762422450000,,1495.4499999999998,0
data\g6_data\FINNIFTY\next_month\-500\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-500\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-500\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-500\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-550\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-550\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-550\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-550\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-600\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-600\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-600\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-600\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-650\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-650\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-650\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-650\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-700\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-700\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-700\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-700\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-750\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-750\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-750\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-750\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-800\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-800\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-800\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-800\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-850\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-850\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-850\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-850\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-900\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-900\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-900\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-900\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-950\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-950\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-950\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\-950\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\FINNIFTY\next_month\0\2025-10-23.csv,167,167,0,0,0,0,1761204480000,1761213600000,,903.79,0
data\g6_data\FINNIFTY\next_month\0\2025-10-24.csv,94,94,0,0,0,0,1761282060000,1761286710000,250.0,818.64,0
data\g6_data\FINNIFTY\next_month\0\2025-10-27.csv,206,206,0,0,1,0,1761545460000,1761558210000,387.23,790.0,0
data\g6_data\FINNIFTY\next_month\0\2025-10-28.csv,258,258,0,0,0,0,1761626910000,1761645600000,710.0,819.0999999999999,0
data\g6_data\FINNIFTY\next_month\0\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,395.63,798.4,0
data\g6_data\FINNIFTY\next_month\0\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,,812.05,0
data\g6_data\FINNIFTY\next_month\0\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,,787.4,0
data\g6_data\FINNIFTY\next_month\0\2025-11-03.csv,201,201,0,0,0,0,1762142610000,1762163490000,,1982.55,0
data\g6_data\FINNIFTY\next_month\0\2025-11-04.csv,241,241,0,0,0,0,1762228890000,1762250400000,,2012.4,0
data\g6_data\FINNIFTY\next_month\0\2025-11-06.csv,364,364,0,0,0,0,1762400490000,1762422270000,,1481.15,0
data\g6_data\BANKNIFTY\this_month\+100\2025-09-15.csv,329,329,0,0,0,0,1757909010000,1757930340000,889.25,933.29,0
data\g6_data\BANKNIFTY\this_month\+100\2025-09-30.csv,441,441,0,0,8,0,1759210920000,1759226370000,62.75,320.73,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-01.csv,608,608,0,0,2,0,1759290660000,1759312770000,1268.58,1387.65,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-03.csv,641,641,0,0,5,0,1759463220000,1759485600000,1201.95,1322.61,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,1123.45,1169.3,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-07.csv,545,545,0,0,12,0,1759811100000,1759830930000,1077.75,1143.5,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-08.csv,726,726,0,0,0,0,1759895280000,1759917600000,1072.3,1156.6,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-09.csv,297,297,0,0,0,0,1759995000000,1760004000000,1042.1,1112.93,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-10.csv,747,747,0,0,0,0,1760068020000,1760090400000,997.95,1076.0,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,534.35,633.13,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,471.85,523.5600000000001,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-28.csv,636,636,0,1,8,0,1761626730000,1761645600000,53.6,358.2,1
data\g6_data\BANKNIFTY\this_month\+100\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,1454.75,1552.5300000000002,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,1422.65,1505.79,0
data\g6_data\BANKNIFTY\this_month\+100\2025-10-31.csv,478,478,0,0,25,0,1761882330000,1761904800000,1404.65,1492.88,0
data\g6_data\BANKNIFTY\this_month\+100\2025-11-03.csv,515,515,0,0,0,0,1762139550000,1762163490000,1379.5,1455.5625,0
data\g6_data\BANKNIFTY\this_month\+100\2025-11-04.csv,672,672,0,0,1,0,1762228890000,1762250400000,1325.8,1408.08,0
data\g6_data\BANKNIFTY\this_month\+100\2025-11-06.csv,683,683,0,0,0,0,1762400490000,1762422420000,1235.35,1397.025,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-09-15.csv,83,83,0,0,0,0,1757915970000,1757927850000,1106.1,1165.5100000000002,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-09-30.csv,278,278,0,0,5,0,1759210980000,1759226370000,881.15,1069.05,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-01.csv,51,51,0,0,0,0,1759295310000,1759297380000,1370.0,1456.7599999999998,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-03.csv,353,353,0,0,0,0,1759470660000,1759485030000,1267.4,1357.1,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-06.csv,25,25,0,0,0,0,1759738830000,1759742490000,1228.85,1260.05,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-07.csv,53,53,0,0,4,0,1759823700000,1759826760000,1231.0,1335.86,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-08.csv,144,144,0,0,0,0,1759897380000,1759917600000,1152.12,1256.45,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-09.csv,1,1,0,0,0,0,1759995840000,1759995840000,1160.45,1177.51,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,37.57,1678.25,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,805.78,1141.3,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-28.csv,636,636,0,1,8,0,1761626730000,1761645600000,663.33,1293.51,1
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,1486.95,1628.53,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,426.17,1589.17,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-10-31.csv,478,478,0,0,25,0,1761882330000,1761904800000,1401.3600000000001,1575.1,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-11-03.csv,515,515,0,0,0,0,1762139550000,1762163490000,1446.25,1589.37,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-11-04.csv,672,672,0,0,1,0,1762228890000,1762250400000,1416.7,1522.75,0
data\g6_data\BANKNIFTY\this_month\+1000\2025-11-06.csv,684,684,0,0,0,0,1762400490000,1762422480000,1317.75,1475.5,0
data\g6_data\BANKNIFTY\this_month\+1100\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+1100\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+1200\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+1300\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+1400\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+1500\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+1600\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+1700\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+1800\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+1900\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+200\2025-09-15.csv,329,329,0,0,0,0,1757909010000,1757930340000,883.0,918.1500000000001,0
data\g6_data\BANKNIFTY\this_month\+200\2025-09-30.csv,441,441,0,0,8,0,1759210920000,1759226370000,145.35,387.29,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-01.csv,595,595,0,0,2,0,1759290660000,1759312770000,1243.8400000000001,1370.8,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-03.csv,640,640,0,0,5,0,1759463190000,1759485600000,1187.7,1296.06,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,1110.1,1154.75,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-07.csv,518,518,0,0,12,0,1759811100000,1759830930000,1070.45,1129.3000000000002,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-08.csv,727,727,0,0,0,0,1759895250000,1759917600000,1061.7,1145.71,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-09.csv,297,297,0,0,0,0,1759995000000,1760004000000,1031.4,1096.66,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-10.csv,746,746,0,0,0,0,1760067990000,1760090400000,985.0999999999999,1062.6,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,537.15,659.05,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,479.0,547.85,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-28.csv,636,636,0,1,8,0,1761626730000,1761645600000,148.05,441.96999999999997,1
data\g6_data\BANKNIFTY\this_month\+200\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,1440.5,1534.9699999999998,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,1411.95,1486.05,0
data\g6_data\BANKNIFTY\this_month\+200\2025-10-31.csv,478,478,0,0,25,0,1761882330000,1761904800000,1391.6999999999998,1483.51,0
data\g6_data\BANKNIFTY\this_month\+200\2025-11-03.csv,515,515,0,0,0,0,1762139550000,1762163490000,1371.8,1436.6375,0
data\g6_data\BANKNIFTY\this_month\+200\2025-11-04.csv,672,672,0,0,1,0,1762228890000,1762250400000,1318.55,1396.6100000000001,0
data\g6_data\BANKNIFTY\this_month\+200\2025-11-06.csv,684,684,0,0,0,0,1762400490000,1762422480000,1226.9,1386.8875,0
data\g6_data\BANKNIFTY\this_month\+2000\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+2100\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+2200\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+2300\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+2400\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\BANKNIFTY\this_month\+300\2025-09-15.csv,329,329,0,0,0,0,1757909010000,1757930340000,878.45,913.55,0
data\g6_data\BANKNIFTY\this_month\+300\2025-09-30.csv,441,441,0,0,8,0,1759210920000,1759226370000,236.0,467.31,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-01.csv,578,578,0,0,2,0,1759290480000,1759312770000,1245.4099999999999,1354.25,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-03.csv,625,625,0,0,5,0,1759463310000,1759485600000,1181.2,1283.75,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-06.csv,38,38,0,0,1,0,1759737990000,1759742490000,1118.74,1149.4,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-07.csv,247,247,0,0,6,0,1759812930000,1759830930000,1069.7,1117.5,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-08.csv,725,725,0,0,0,0,1759895220000,1759917600000,1058.25,1136.3600000000001,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-09.csv,297,297,0,0,0,0,1759995000000,1760004000000,1025.8,1076.05,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-10.csv,705,705,0,0,0,0,1760068080000,1760090400000,978.55,1054.63,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,554.65,695.95,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,504.4,587.65,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-28.csv,636,636,0,1,8,0,1761626730000,1761645600000,244.77999999999997,508.77,1
data\g6_data\BANKNIFTY\this_month\+300\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,1436.7,1517.47,0
data\g6_data\BANKNIFTY\this_month\+300\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,1399.63,1467.58,0
